"PC1","PC2","PC3","PC4","PC5","PC6","PC7","Attrition"
-0.261920502140099,-1.59257300850066,0.361087196455009,0.940974757210491,-1.36360826665021,-1.12802737418035,-0.763707023634455,"Yes"
0.866468353549008,0.372644659563191,-0.263167011610893,-2.04936988615768,1.04921253404295,0.617019353996051,-1.71982982750516,"No"
-2.19615806217271,-1.44469535639818,-0.917491923405595,2.44262280828766,-0.402722569390819,0.198349449656056,-0.258473720290877,"Yes"
-0.563110382993198,0.686382469673696,0.815704381993525,0.406113948705347,0.0942255341121901,-2.33207659829013,-0.0317032871894009,"No"
-0.030595545490069,1.54210348627339,0.169945585718664,1.15953285912493,-0.565353279551027,-0.506595894484379,-0.536024910761045,"No"
-1.17530625728354,-2.38994954873538,-1.29879775824097,1.10165643751944,0.694829188468309,0.173726490772637,-0.948032990101203,"No"
-2.66969423355801,0.362748992053285,-2.58206104840229,-0.623235023418165,1.01231479073623,-0.323819701859207,0.495541033043496,"No"
0.916660751498715,1.26720553510248,-0.878909766167798,-1.51822331224988,1.13339960751323,1.89685411626965,0.841325650670853,"No"
1.36220755722822,-0.209508580509204,-1.94731493243422,-0.302403663657415,-1.51287293628456,-1.11337934857957,1.12951946305348,"No"
-1.19711390081006,0.818952431055531,-0.511202217574897,-0.371072420191926,-1.21391796208461,-0.384245346678732,0.264649537518698,"No"
-0.06101308917462,1.76431784152771,1.03794403693299,-0.833496746500564,-0.407162771100791,0.881089431869663,1.05043945269966,"No"
-1.64098721608313,0.225810405523555,0.263622506337298,-1.55629052373453,-0.341929876953424,1.30838462053195,1.6198656374836,"Yes"
1.74393368663775,1.82578783202268,-0.569414273508054,0.531523525428778,-0.0099913877643524,-1.23140512045124,2.04443147544141,"No"
-1.09218492312615,0.989556552206529,0.947002222366988,-0.0717918122077025,-1.24981918065078,0.44114341418167,-0.471527854003422,"No"
-2.8744100917648,0.749659796744215,-1.22086327087958,0.94494785028303,-1.4043803894403,-0.151290319538255,0.567518879385682,"No"
-1.27482664348684,-0.534956108788812,1.7811045021047,1.00370649918536,0.105387299397836,1.32750782902043,0.871381005929299,"No"
-1.678123294595,1.26213363834402,-1.17310699718436,0.343717249204594,-0.769148806916066,0.891658381650482,-0.718667143841353,"No"
1.70663371646255,1.24519535524571,1.60027870393275,-0.774548775249691,-0.415106635615927,-0.434878639258607,0.109782274585603,"No"
-3.15130305921867,0.924837516992524,-0.23719140655891,-1.02904597582368,-1.75210821602829,0.153058067721097,-0.440057523547227,"No"
-1.23683437480209,0.142534499963169,0.650623510885123,0.182682689179143,-1.33024413155336,-0.384366238853112,-0.256650638334739,"Yes"
4.34876785824744,-1.2167123317084,0.420551338360881,1.36107461931421,0.130764571393496,-0.843850499272247,0.720172213408198,"No"
0.235922402472504,1.31811511007407,-2.15832312335567,0.495794687366925,0.910270981544521,0.761994791355393,-0.0172501815534154,"Yes"
0.524252140289704,0.590350487017398,1.35647142446007,-0.647761334353176,-0.0991003382597517,-0.857295669363542,0.416342634207084,"No"
4.1943624170818,0.972782592826615,0.798785212980916,0.926402726078494,0.628413936240054,1.51689959504509,0.926188526194551,"No"
0.850700218039131,-2.54504597919932,1.04316241429896,-0.313572859782583,-0.999803175316376,-0.656491256212605,-0.841769778410728,"No"
-2.09906412835987,-0.614041459729598,0.55562799816002,1.64274190705062,-0.821660970624181,0.170754956234548,0.179803182319986,"No"
-1.42612723248685,-1.12871305143628,0.323155008276556,1.33250104704275,0.421118443031897,0.808073552363992,0.709124637165697,"Yes"
-2.30220395626225,0.547249140614619,0.30978753432529,1.46992145023788,0.563824156470299,0.908363907838347,-0.102122589154929,"Yes"
-0.828362608150628,0.0370485067216884,0.467526859190483,0.479245478289562,-0.383756075938212,-1.74536418138377,-0.541812110201986,"No"
-1.93823536251269,-1.95811545980681,0.0834015274801435,0.700058740520157,-0.626560721903138,0.139632993755609,-0.267981863646768,"No"
-0.826207880360952,0.234318700108895,-0.134346589733201,1.53294961154271,1.95984180528788,0.563269372834649,0.026940884140218,"No"
-2.53712007827421,0.223643015024943,0.928803459614057,0.438568589284747,-0.924868479255971,0.639496543794325,-0.140198809629263,"No"
-2.75490202321017,0.479036928347395,1.23442226773502,0.305204390159122,1.2186593411602,-1.58795571932973,0.331737719931467,"No"
-2.66464583651996,0.773328195231422,-0.822566646061208,0.076448616208461,0.122723674954022,-0.93991614001064,2.42739397316847,"Yes"
5.80591596199544,1.28519256844133,0.135481468840625,0.336690575750509,0.399677100807309,-1.68957697899348,0.889944662608043,"Yes"
